type,subtype,updated_type,updated_subtype,updated_subsubtype,binned_latitude,binned_longitude,alert_count
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.88,-87.64,652
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.96,-87.73,651
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.84,-87.66,650
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.88,-87.66,645
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.94,-87.64,644
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.85,-87.62,642
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.91,-87.63,635
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.87,-87.73,635
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.95,-87.71,635
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.83,-87.72,631
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.82,-87.63,629
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.95,-87.7,628
JAM,Unclassified,Jam,Unclassified,Unclassified,41.94,-87.71,624
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.87,-87.62,620
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.84,-87.65,619
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.84,-87.67,615
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.71,-87.6,614
JAM,Unclassified,Jam,Unclassified,Unclassified,41.92,-87.67,612
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.9,-87.65,612
JAM,Unclassified,Jam,Unclassified,Unclassified,41.98,-87.79,610
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.98,-87.83,610
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.95,-87.65,608
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.98,-87.8,606
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.86,-87.62,604
JAM,Unclassified,Jam,Unclassified,Unclassified,41.98,-87.78,604
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.75,-87.62,598
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.84,-87.68,597
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.98,-87.69,596
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.89,-87.63,596
JAM,Unclassified,Jam,Unclassified,Unclassified,41.93,-87.69,593
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.91,-87.65,591
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.88,-87.63,591
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.9,-87.66,585
JAM,Unclassified,Jam,Unclassified,Unclassified,41.85,-87.64,582
JAM,Unclassified,Jam,Unclassified,Unclassified,41.91,-87.66,581
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.92,-87.66,580
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.8,-87.63,579
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.79,-87.63,575
JAM,Unclassified,Jam,Unclassified,Unclassified,41.96,-87.74,571
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.83,-87.71,569
JAM,Unclassified,Jam,Unclassified,Unclassified,41.97,-87.76,567
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.67,-87.59,566
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.88,-87.66,566
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.97,-87.71,565
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.75,-87.63,561
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.9,-87.66,561
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.85,-87.62,561
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.89,-87.66,558
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.98,-87.71,558
JAM,Unclassified,Jam,Unclassified,Unclassified,41.97,-87.75,558
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.88,-87.68,556
JAM,Unclassified,Jam,Unclassified,Unclassified,41.98,-87.75,552
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.99,-87.71,552
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.88,-87.65,549
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.98,-87.76,548
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.96,-87.65,547
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.88,-87.65,541
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.98,-87.69,540
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.95,-87.67,539
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.88,-87.65,536
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.9,-87.64,535
JAM,Unclassified,Jam,Unclassified,Unclassified,41.92,-87.68,532
JAM,Unclassified,Jam,Unclassified,Unclassified,41.95,-87.73,529
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.81,-87.63,528
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.89,-87.65,525
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.87,-87.71,524
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.94,-87.67,521
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.87,-87.7,521
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.94,-87.67,515
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.81,-87.75,515
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.88,-87.69,512
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.98,-87.65,509
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.98,-87.84,507
JAM,Unclassified,Jam,Unclassified,Unclassified,41.95,-87.72,507
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.71,-87.61,505
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.88,-87.68,502
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.77,-87.63,501
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.97,-87.69,500
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.9,-87.63,497
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.88,-87.67,497
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.7,-87.59,496
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.93,-87.63,492
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.97,-87.75,488
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.82,-87.74,487
JAM,Unclassified,Jam,Unclassified,Unclassified,41.88,-87.62,484
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.93,-87.71,480
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.89,-87.62,476
JAM,Unclassified,Jam,Unclassified,Unclassified,41.9,-87.62,472
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.99,-87.67,467
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.84,-87.61,465
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.73,-87.62,463
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,42.0,-87.76,461
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.69,-87.6,460
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.96,-87.65,460
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.72,-87.62,459
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.95,-87.74,458
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.93,-87.65,458
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.95,-87.64,457
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.98,-87.71,456
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.66,-87.58,454
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.78,-87.63,452
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.89,-87.65,452
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.98,-87.83,452
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.98,-87.76,450
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.95,-87.69,448
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.87,-87.63,446
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.93,-87.65,445
JAM,Unclassified,Jam,Unclassified,Unclassified,41.98,-87.81,442
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.98,-87.69,442
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.88,-87.7,438
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.9,-87.63,437
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.9,-87.62,437
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.98,-87.65,437
JAM,Unclassified,Jam,Unclassified,Unclassified,41.84,-87.63,436
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.99,-87.66,435
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,42.0,-87.77,434
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.95,-87.67,434
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.97,-87.76,433
JAM,Unclassified,Jam,Unclassified,Unclassified,41.86,-87.64,432
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.89,-87.65,432
JAM,Unclassified,Jam,Unclassified,Unclassified,41.87,-87.64,430
JAM,Unclassified,Jam,Unclassified,Unclassified,41.87,-87.62,426
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.87,-87.64,426
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.95,-87.68,424
JAM,Unclassified,Jam,Unclassified,Unclassified,41.93,-87.7,423
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.85,-87.64,423
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.74,-87.63,421
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.95,-87.64,421
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.88,-87.62,420
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.74,-87.57,418
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.75,-87.59,418
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.93,-87.71,416
JAM,Unclassified,Jam,Unclassified,Unclassified,41.96,-87.75,413
JAM,Unclassified,Jam,Unclassified,Unclassified,41.97,-87.77,412
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.71,-87.62,412
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.71,-87.59,410
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.96,-87.73,406
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.99,-87.69,402
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.83,-87.69,402
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.88,-87.63,400
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.92,-87.69,397
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.87,-87.71,397
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.95,-87.65,395
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.94,-87.65,394
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.95,-87.66,393
JAM,Unclassified,Jam,Unclassified,Unclassified,41.94,-87.7,393
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.76,-87.63,392
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.96,-87.7,390
JAM,Unclassified,Jam,Unclassified,Unclassified,41.82,-87.74,388
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.95,-87.64,388
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.94,-87.65,385
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.9,-87.63,384
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.99,-87.67,383
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.93,-87.63,381
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.88,-87.65,380
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.97,-87.71,378
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.98,-87.84,375
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.88,-87.62,375
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.89,-87.61,375
JAM,Unclassified,Jam,Unclassified,Unclassified,41.99,-87.66,373
JAM,Unclassified,Jam,Unclassified,Unclassified,41.98,-87.8,373
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.95,-87.68,372
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.9,-87.62,371
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.92,-87.63,371
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.85,-87.61,371
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.99,-87.88,370
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.96,-87.69,369
JAM,Unclassified,Jam,Unclassified,Unclassified,41.85,-87.63,369
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.87,-87.62,367
JAM,Unclassified,Jam,Unclassified,Unclassified,41.89,-87.63,365
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.95,-87.66,365
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.85,-87.64,363
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.97,-87.65,361
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.9,-87.66,360
JAM,Unclassified,Jam,Unclassified,Unclassified,41.98,-87.77,360
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.86,-87.64,359
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.89,-87.63,359
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.82,-87.73,359
JAM,Unclassified,Jam,Unclassified,Unclassified,41.93,-87.68,358
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.87,-87.64,357
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.97,-87.69,357
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.86,-87.64,357
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.99,-87.68,355
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.93,-87.68,355
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.91,-87.7,354
JAM,Unclassified,Jam,Unclassified,Unclassified,41.83,-87.63,354
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.75,-87.63,352
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.86,-87.64,352
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.89,-87.64,351
JAM,Unclassified,Jam,Unclassified,Unclassified,41.91,-87.67,351
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.97,-87.74,349
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,42.0,-87.66,348
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.98,-87.66,348
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.96,-87.71,344
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.9,-87.66,344
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.87,-87.64,340
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.95,-87.75,340
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.83,-87.69,339
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.81,-87.74,339
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.81,-87.76,339
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.92,-87.69,338
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.85,-87.64,335
JAM,Unclassified,Jam,Unclassified,Unclassified,41.87,-87.77,335
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.69,-87.6,334
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.72,-87.63,333
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.97,-87.75,332
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.95,-87.69,332
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.87,-87.73,331
JAM,Unclassified,Jam,Unclassified,Unclassified,41.82,-87.73,331
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.89,-87.67,330
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.83,-87.71,330
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.68,-87.6,329
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.95,-87.65,329
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.91,-87.68,328
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.82,-87.72,328
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.77,-87.61,327
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.84,-87.63,327
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.92,-87.7,326
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.9,-87.64,326
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.94,-87.69,325
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.93,-87.66,325
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.74,-87.62,325
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.86,-87.64,325
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.9,-87.67,324
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.96,-87.69,323
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.93,-87.64,320
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.94,-87.64,319
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.83,-87.63,319
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.96,-87.75,319
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.76,-87.6,318
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.93,-87.64,317
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.66,-87.59,317
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.98,-87.72,317
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.9,-87.7,316
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.85,-87.61,316
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,42.0,-87.76,314
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.94,-87.65,314
JAM,Unclassified,Jam,Unclassified,Unclassified,41.88,-87.67,313
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.99,-87.71,312
JAM,Unclassified,Jam,Unclassified,Unclassified,41.89,-87.66,311
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.95,-87.74,311
JAM,Unclassified,Jam,Unclassified,Unclassified,41.89,-87.62,311
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.81,-87.74,310
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.73,-87.56,307
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.81,-87.63,307
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.89,-87.62,307
JAM,Unclassified,Jam,Unclassified,Unclassified,41.89,-87.64,307
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.95,-87.7,305
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.88,-87.62,305
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,42.0,-87.78,304
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,42.0,-87.79,304
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.97,-87.65,303
JAM,Unclassified,Jam,Unclassified,Unclassified,41.84,-87.66,303
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.97,-87.67,302
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.98,-87.65,302
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.84,-87.63,301
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.85,-87.63,300
JAM,Unclassified,Jam,Unclassified,Unclassified,41.87,-87.65,299
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.75,-87.58,299
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.79,-87.74,299
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,42.0,-87.79,297
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.94,-87.72,296
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.99,-87.7,295
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.91,-87.63,295
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.9,-87.62,294
JAM,Unclassified,Jam,Unclassified,Unclassified,41.88,-87.64,294
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.88,-87.62,291
JAM,Unclassified,Jam,Unclassified,Unclassified,41.91,-87.63,290
JAM,Unclassified,Jam,Unclassified,Unclassified,41.94,-87.72,288
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.97,-87.74,286
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.79,-87.63,284
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.9,-87.66,284
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,42.0,-87.66,282
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.94,-87.68,282
